fox:FOXG_00002	ko:K20046
fox:FOXG_06302	ko:K12179
fox:FOXG_06303	ko:K00008
fox:FOXG_06306	ko:K15262
fox:FOXG_06307	ko:K01850
fox:FOXG_06308	ko:K17970
fox:FOXG_06310	ko:K27898
fox:FOXG_06313	ko:K10413
fox:FOXG_06318	ko:K04441
fox:FOXG_06321	ko:K04630
fox:FOXG_06323	ko:K03347
fox:FOXG_06325	ko:K18174
fox:FOXG_06330	ko:K18798
fox:FOXG_06334	ko:K05290
fox:FOXG_06336	ko:K15109
fox:FOXG_06337	ko:K14692
fox:FOXG_06338	ko:K03842
fox:FOXG_06339	ko:K10575
fox:FOXG_06341	ko:K00586
fox:FOXG_06346	ko:K15918
fox:FOXG_06347	ko:K14729
fox:FOXG_06350	ko:K00275
fox:FOXG_06351	ko:K11541
fox:FOXG_06353	ko:K00817
fox:FOXG_06354	ko:K08257
fox:FOXG_06357	ko:K03282
fox:FOXG_06359	ko:K01199
fox:FOXG_06360	ko:K14713
fox:FOXG_06362	ko:K01593
fox:FOXG_06364	ko:K14676
fox:FOXG_06365	ko:K24104
fox:FOXG_06366	ko:K15376
fox:FOXG_06367	ko:K03661
fox:FOXG_06368	ko:K03123
fox:FOXG_06370	ko:K05012
fox:FOXG_06372	ko:K11092
fox:FOXG_06373	ko:K08333
fox:FOXG_06376	ko:K00275
fox:FOXG_06382	ko:K11557
fox:FOXG_06383	ko:K17969
fox:FOXG_06384	ko:K16944
fox:FOXG_06385	ko:K01772
fox:FOXG_06386	ko:K10884
fox:FOXG_06388	ko:K08158
fox:FOXG_06390	ko:K12623
fox:FOXG_06391	ko:K00667
fox:FOXG_06392	ko:K00668
fox:FOXG_06393	ko:K01487
fox:FOXG_06395	ko:K21451
fox:FOXG_06397	ko:K02986
fox:FOXG_06398	ko:K11269
fox:FOXG_06399	ko:K00101
fox:FOXG_06401	ko:K01809
fox:FOXG_06402	ko:K10887
fox:FOXG_06405	ko:K01620
fox:FOXG_06406	ko:K14805
fox:FOXG_06408	ko:K09291
fox:FOXG_06416	ko:K11293
fox:FOXG_06418	ko:K10967
fox:FOXG_06419	ko:K15272
fox:FOXG_06420	ko:K00966
fox:FOXG_06434	ko:K13104
fox:FOXG_06435	ko:K15148
fox:FOXG_06442	ko:K02728
fox:FOXG_06443	ko:K18693
fox:FOXG_06445	ko:K08192
fox:FOXG_06447	ko:K10531
fox:FOXG_06448	ko:K22148
fox:FOXG_06460	ko:K01481
fox:FOXG_06462	ko:K14297
fox:FOXG_06466	ko:K01007
fox:FOXG_06467	ko:K01568
fox:FOXG_06495	ko:K19838
fox:FOXG_06502	ko:K00016
fox:FOXG_06503	ko:K01007
fox:FOXG_06508	ko:K22438
fox:FOXG_06510	ko:K05681
fox:FOXG_06534	ko:K04563
fox:FOXG_06541	ko:K11560
fox:FOXG_06549	ko:K09958
fox:FOXG_06550	ko:K01673
fox:FOXG_06551	ko:K01725
fox:FOXG_06558	ko:K00016
fox:FOXG_06563	ko:K19564
fox:FOXG_06567	ko:K20059
fox:FOXG_06570	ko:K05034
fox:FOXG_06571	ko:K01536
fox:FOXG_06572	ko:K24160
fox:FOXG_06575	ko:K01536
fox:FOXG_06576	ko:K03549
fox:FOXG_06577	ko:K24976
fox:FOXG_06579	ko:K24976
fox:FOXG_06590	ko:K05389
fox:FOXG_06592	ko:K13333
fox:FOXG_06598	ko:K05857
fox:FOXG_06603	ko:K09885
fox:FOXG_06656	ko:K09885
fox:FOXG_06661	ko:K05857
fox:FOXG_06669	ko:K05389
fox:FOXG_06683	ko:K24976
fox:FOXG_06687	ko:K01536
fox:FOXG_06690	ko:K24160
fox:FOXG_06691	ko:K01536
fox:FOXG_06692	ko:K05034
fox:FOXG_06695	ko:K20059
fox:FOXG_06699	ko:K19564
fox:FOXG_06704	ko:K00016
fox:FOXG_06711	ko:K01725
fox:FOXG_06712	ko:K01673
fox:FOXG_06713	ko:K09958
fox:FOXG_06725	ko:K11560
fox:FOXG_06733	ko:K04563
fox:FOXG_06754	ko:K05681
fox:FOXG_06756	ko:K22438
fox:FOXG_06759	ko:K01007
fox:FOXG_06760	ko:K00016
fox:FOXG_06767	ko:K19838
fox:FOXG_06796	ko:K01568
fox:FOXG_06797	ko:K01007
fox:FOXG_06802	ko:K14297
fox:FOXG_06804	ko:K01481
fox:FOXG_06815	ko:K03327
fox:FOXG_06818	ko:K06199
fox:FOXG_06820	ko:K00122
fox:FOXG_06821	ko:K13953
fox:FOXG_06822	ko:K09705
fox:FOXG_06830	ko:K00016
fox:FOXG_06842	ko:K04563
fox:FOXG_06856	ko:K22438
fox:FOXG_06859	ko:K13953
fox:FOXG_06861	ko:K02154
fox:FOXG_06869	ko:K18369
fox:FOXG_06877	ko:K04563
fox:FOXG_06883	ko:K01183
fox:FOXG_06892	ko:K00232
fox:FOXG_06904	ko:K00232
fox:FOXG_06921	ko:K01408
fox:FOXG_06958	ko:K00016
fox:FOXG_06959	ko:K01007
fox:FOXG_06962	ko:K13953
fox:FOXG_07014	ko:K22248
fox:FOXG_07050	ko:K01495
fox:FOXG_07054	ko:K20059
fox:FOXG_07095	ko:K01007
fox:FOXG_07096	ko:K01568
fox:FOXG_07099	ko:K19838
fox:FOXG_07101	ko:K01613
fox:FOXG_07102	ko:K05857
fox:FOXG_07112	ko:K11560
fox:FOXG_07135	ko:K23317
fox:FOXG_07139	ko:K00002
fox:FOXG_07143	ko:K00103
fox:FOXG_07151	ko:K09705
fox:FOXG_07153	ko:K13953
fox:FOXG_07154	ko:K00122
fox:FOXG_07163	ko:K13953
fox:FOXG_07166	ko:K22438
fox:FOXG_07172	ko:K01007
fox:FOXG_07173	ko:K00016
fox:FOXG_07186	ko:K18369
fox:FOXG_07188	ko:K22438
fox:FOXG_07190	ko:K05681
fox:FOXG_07196	ko:K21440
fox:FOXG_07222	ko:K09885
fox:FOXG_07227	ko:K05857
fox:FOXG_07236	ko:K05389
fox:FOXG_07251	ko:K01536
fox:FOXG_07254	ko:K24160
fox:FOXG_07255	ko:K01536
fox:FOXG_07256	ko:K05034
fox:FOXG_07259	ko:K20059
fox:FOXG_07263	ko:K19564
fox:FOXG_07268	ko:K00016
fox:FOXG_07275	ko:K01725
fox:FOXG_07276	ko:K01673
fox:FOXG_07285	ko:K11560
fox:FOXG_07291	ko:K04563
fox:FOXG_07314	ko:K05681
fox:FOXG_07316	ko:K22438
fox:FOXG_07321	ko:K01007
fox:FOXG_07322	ko:K00016
fox:FOXG_07329	ko:K19838
fox:FOXG_07356	ko:K01568
fox:FOXG_07357	ko:K01007
fox:FOXG_07361	ko:K14297
fox:FOXG_07364	ko:K01481
fox:FOXG_07375	ko:K00059
fox:FOXG_07378	ko:K18660
fox:FOXG_07379	ko:K13239
fox:FOXG_07382	ko:K22390
fox:FOXG_07383	ko:K03457
fox:FOXG_07386	ko:K01501
fox:FOXG_07401	ko:K00505
fox:FOXG_07402	ko:K03448
fox:FOXG_07414	ko:K13953
fox:FOXG_07415	ko:K14333
fox:FOXG_07416	ko:K27873
fox:FOXG_07417	ko:K00128
fox:FOXG_07424	ko:K11153
fox:FOXG_07429	ko:K01866
fox:FOXG_07431	ko:K01182
fox:FOXG_07443	ko:K00276
fox:FOXG_07445	ko:K10675
fox:FOXG_07446	ko:K20523
fox:FOXG_07456	ko:K08192
fox:FOXG_07461	ko:K00327
fox:FOXG_07463	ko:K00128
fox:FOXG_07464	ko:K00276
fox:FOXG_07465	ko:K19564
fox:FOXG_07467	ko:K01875
fox:FOXG_07470	ko:K05609
fox:FOXG_07473	ko:K16261
fox:FOXG_07474	ko:K01288
fox:FOXG_07482	ko:K00015
fox:FOXG_07483	ko:K00026
fox:FOXG_07486	ko:K01555
fox:FOXG_07489	ko:K10438
fox:FOXG_07491	ko:K00799
fox:FOXG_07498	ko:K08192
fox:FOXG_07519	ko:K00009
fox:FOXG_07520	ko:K01810
fox:FOXG_07521	ko:K13303
fox:FOXG_07522	ko:K17302
fox:FOXG_07525	ko:K08197
fox:FOXG_07527	ko:K18576
fox:FOXG_07539	ko:K03135
fox:FOXG_07540	ko:K01495
fox:FOXG_07541	ko:K11446
fox:FOXG_07542	ko:K15078
fox:FOXG_07543	ko:K12827
fox:FOXG_07544	ko:K13025
fox:FOXG_07546	ko:K19564
fox:FOXG_07549	ko:K03217
fox:FOXG_07550	ko:K28711
fox:FOXG_07552	ko:K16185
fox:FOXG_07560	ko:K17415
fox:FOXG_07574	ko:K28005
fox:FOXG_07578	ko:K02863
fox:FOXG_07579	ko:K20289
fox:FOXG_07585	ko:K09828
fox:FOXG_07590	ko:K02923
fox:FOXG_07592	ko:K00869
fox:FOXG_07593	ko:K05955
fox:FOXG_07594	ko:K14285
fox:FOXG_07595	ko:K01874
fox:FOXG_07597	ko:K19283
fox:FOXG_07599	ko:K02914
fox:FOXG_07601	ko:K15082
fox:FOXG_07602	ko:K15083
fox:FOXG_07603	ko:K01581
fox:FOXG_07604	ko:K06972
fox:FOXG_07605	ko:K26808
fox:FOXG_07606	ko:K06013
fox:FOXG_07608	ko:K11578
fox:FOXG_07611	ko:K05857
fox:FOXG_07613	ko:K20028
fox:FOXG_07614	ko:K18932
fox:FOXG_07615	ko:K15202
fox:FOXG_07616	ko:K11584
fox:FOXG_07621	ko:K26544
fox:FOXG_07622	ko:K08900
fox:FOXG_07627	ko:K17263
fox:FOXG_07634	ko:K00101
fox:FOXG_07636	ko:K01062
fox:FOXG_07645	ko:K28508
fox:FOXG_07646	ko:K01941
fox:FOXG_07649	ko:K06867
fox:FOXG_07650	ko:K10878
fox:FOXG_07651	ko:K01852
fox:FOXG_07652	ko:K12795
fox:FOXG_07653	ko:K00471
fox:FOXG_07654	ko:K15322
fox:FOXG_07656	ko:K00720
fox:FOXG_07657	ko:K00942
fox:FOXG_07664	ko:K08192
fox:FOXG_07665	ko:K01883
fox:FOXG_07666	ko:K07442
fox:FOXG_07668	ko:K11088
fox:FOXG_07670	ko:K14191
fox:FOXG_07677	ko:K00940
fox:FOXG_07678	ko:K05546
fox:FOXG_07682	ko:K04555
fox:FOXG_07686	ko:K05019
fox:FOXG_07688	ko:K19069
fox:FOXG_07692	ko:K09495
fox:FOXG_07693	ko:K26159
fox:FOXG_07697	ko:K01477
fox:FOXG_07704	ko:K02901
fox:FOXG_07706	ko:K00457
fox:FOXG_07707	ko:K03142
fox:FOXG_07712	ko:K19054
fox:FOXG_07713	ko:K12399
fox:FOXG_07715	ko:K01869
fox:FOXG_07717	ko:K15455
fox:FOXG_07718	ko:K15628
fox:FOXG_07722	ko:K05727
fox:FOXG_07725	ko:K02989
fox:FOXG_07727	ko:K05863
fox:FOXG_07728	ko:K15360
fox:FOXG_07733	ko:K10756
fox:FOXG_07734	ko:K23451
fox:FOXG_07736	ko:K10685
fox:FOXG_07738	ko:K03505
fox:FOXG_07739	ko:K12601
fox:FOXG_07740	ko:K02911
fox:FOXG_07741	ko:K16938
fox:FOXG_07742	ko:K22834
fox:FOXG_07743	ko:K01648
fox:FOXG_07744	ko:K01648
fox:FOXG_07745	ko:K02907
fox:FOXG_07748	ko:K11696
fox:FOXG_07750	ko:K03126
fox:FOXG_07751	ko:K03033
fox:FOXG_07754	ko:K02128
fox:FOXG_07755	ko:K12591
fox:FOXG_07756	ko:K00697
fox:FOXG_07758	ko:K05906
fox:FOXG_07760	ko:K15633
fox:FOXG_07762	ko:K21766
fox:FOXG_07766	ko:K17968
fox:FOXG_07768	ko:K01785
fox:FOXG_07770	ko:K14686
fox:FOXG_07773	ko:K02324
fox:FOXG_07775	ko:K18667
fox:FOXG_07776	ko:K18716
fox:FOXG_07780	ko:K14557
fox:FOXG_07781	ko:K11771
fox:FOXG_07782	ko:K17430
fox:FOXG_07783	ko:K03250
fox:FOXG_07784	ko:K03348
fox:FOXG_07785	ko:K20184
fox:FOXG_07788	ko:K02434
fox:FOXG_07791	ko:K07034
fox:FOXG_07794	ko:K05607
fox:FOXG_07795	ko:K11849
fox:FOXG_07799	ko:K08874
fox:FOXG_07800	ko:K01907
fox:FOXG_07802	ko:K03353
fox:FOXG_07803	ko:K01693
fox:FOXG_07804	ko:K00620
fox:FOXG_07805	ko:K03680
fox:FOXG_07808	ko:K01940
fox:FOXG_07810	ko:K15128
fox:FOXG_07812	ko:K14780
fox:FOXG_07814	ko:K04348
fox:FOXG_07815	ko:K28606
fox:FOXG_07816	ko:K00474
fox:FOXG_07818	ko:K11870
fox:FOXG_07821	ko:K19356
fox:FOXG_07822	ko:K17967
fox:FOXG_07823	ko:K22071
fox:FOXG_07825	ko:K01113
fox:FOXG_07826	ko:K00052
fox:FOXG_07828	ko:K06063
fox:FOXG_07829	ko:K18195
fox:FOXG_07832	ko:K17790
fox:FOXG_07834	ko:K01094
fox:FOXG_07835	ko:K02604
fox:FOXG_07839	ko:K13120
fox:FOXG_07841	ko:K00122
fox:FOXG_07850	ko:K01268
fox:FOXG_07852	ko:K24195
fox:FOXG_07854	ko:K10750
fox:FOXG_07861	ko:K15289
fox:FOXG_07864	ko:K18802
fox:FOXG_07867	ko:K10393
fox:FOXG_07868	ko:K23856
fox:FOXG_07870	ko:K14839
fox:FOXG_07873	ko:K28669
fox:FOXG_07874	ko:K18103
fox:FOXG_07875	ko:K18106
fox:FOXG_07876	ko:K15463
fox:FOXG_07878	ko:K09510
fox:FOXG_07880	ko:K02207
fox:FOXG_07881	ko:K16196
fox:FOXG_07883	ko:K03188
fox:FOXG_07884	ko:K27398
fox:FOXG_07885	ko:K27705
fox:FOXG_07887	ko:K00249
fox:FOXG_07888	ko:K07897
fox:FOXG_07890	ko:K22762
fox:FOXG_07894	ko:K14429
fox:FOXG_07895	ko:K14209
fox:FOXG_07898	ko:K01530
fox:FOXG_07899	ko:K04499
fox:FOXG_07901	ko:K04648
fox:FOXG_07902	ko:K03105
fox:FOXG_07905	ko:K13421
fox:FOXG_07906	ko:K00999
fox:FOXG_07909	ko:K13091
fox:FOXG_07910	ko:K19703
fox:FOXG_07912	ko:K19708
fox:FOXG_07914	ko:K07243
fox:FOXG_07915	ko:K19791
fox:FOXG_07919	ko:K06911
fox:FOXG_07921	ko:K10807
fox:FOXG_07922	ko:K03424
fox:FOXG_07923	ko:K11551
fox:FOXG_07934	ko:K27833
fox:FOXG_07935	ko:K06110
fox:FOXG_07936	ko:K12472
fox:FOXG_07937	ko:K00383
fox:FOXG_07942	ko:K01939
fox:FOXG_07946	ko:K20168
fox:FOXG_07948	ko:K14831
fox:FOXG_07949	ko:K28212
fox:FOXG_07950	ko:K13950
fox:FOXG_07952	ko:K20306
fox:FOXG_07957	ko:K11376
fox:FOXG_07958	ko:K08517
fox:FOXG_07962	ko:K02725
fox:FOXG_07963	ko:K00831
fox:FOXG_07964	ko:K03650
fox:FOXG_07965	ko:K01228
fox:FOXG_07966	ko:K12846
fox:FOXG_07967	ko:K11238
fox:FOXG_07970	ko:K10903
fox:FOXG_07971	ko:K20353
fox:FOXG_07972	ko:K05658
fox:FOXG_07975	ko:K03127
fox:FOXG_07979	ko:K25216
fox:FOXG_07981	ko:K01102
fox:FOXG_07984	ko:K17411
fox:FOXG_07985	ko:K03685
fox:FOXG_07989	ko:K08997
fox:FOXG_07993	ko:K14835
fox:FOXG_07994	ko:K23388
fox:FOXG_07995	ko:K05765
fox:FOXG_07996	ko:K04077
fox:FOXG_08004	ko:K14016
fox:FOXG_08005	ko:K13099
fox:FOXG_08006	ko:K00134
fox:FOXG_08009	ko:K11338
fox:FOXG_08013	ko:K22386
fox:FOXG_08014	ko:K14005
fox:FOXG_08017	ko:K02267
fox:FOXG_08018	ko:K25059
fox:FOXG_08019	ko:K02947
fox:FOXG_08021	ko:K12232
fox:FOXG_08022	ko:K17440
fox:FOXG_08023	ko:K19829
fox:FOXG_08024	ko:K17553
fox:FOXG_08026	ko:K15296
fox:FOXG_08027	ko:K01178
fox:FOXG_08028	ko:K11984
fox:FOXG_08031	ko:K00611
fox:FOXG_08032	ko:K01653
fox:FOXG_08034	ko:K20310
fox:FOXG_08037	ko:K03510
fox:FOXG_08040	ko:K02925
fox:FOXG_08041	ko:K06665
fox:FOXG_08042	ko:K00600
fox:FOXG_08043	ko:K11359
fox:FOXG_08048	ko:K01104
fox:FOXG_08050	ko:K20290
fox:FOXG_08051	ko:K28106
fox:FOXG_08052	ko:K20474
fox:FOXG_08057	ko:K01230
fox:FOXG_08058	ko:K09499
fox:FOXG_08060	ko:K02967
fox:FOXG_08063	ko:K09202
fox:FOXG_08065	ko:K09498
fox:FOXG_08066	ko:K14801
fox:FOXG_08067	ko:K15028
fox:FOXG_08069	ko:K12392
fox:FOXG_08072	ko:K20296
fox:FOXG_08073	ko:K15364
fox:FOXG_08074	ko:K12600
fox:FOXG_08078	ko:K11229
fox:FOXG_08080	ko:K01621
fox:FOXG_08082	ko:K08735
fox:FOXG_08083	ko:K14709
fox:FOXG_08090	ko:K15445
fox:FOXG_08091	ko:K02684
fox:FOXG_08092	ko:K14544
fox:FOXG_08094	ko:K01027
fox:FOXG_08099	ko:K15620
fox:FOXG_08101	ko:K02519
fox:FOXG_08102	ko:K09140
fox:FOXG_08103	ko:K12404
fox:FOXG_08105	ko:K20826
fox:FOXG_08106	ko:K15026
fox:FOXG_08109	ko:K09131
fox:FOXG_08112	ko:K03240
fox:FOXG_08113	ko:K15859
fox:FOXG_08114	ko:K18725
fox:FOXG_08115	ko:K05610
fox:FOXG_08116	ko:K10301
fox:FOXG_08118	ko:K22684
fox:FOXG_08123	ko:K17103
fox:FOXG_08124	ko:K28059
fox:FOXG_08125	ko:K11128
fox:FOXG_08128	ko:K00679
fox:FOXG_08129	ko:K00670
fox:FOXG_08131	ko:K17868
fox:FOXG_08139	ko:K14007
fox:FOXG_08140	ko:K04371
fox:FOXG_08142	ko:K01719
fox:FOXG_08143	ko:K22134
fox:FOXG_08145	ko:K17783
fox:FOXG_08146	ko:K01568
fox:FOXG_08147	ko:K06963
fox:FOXG_08149	ko:K28083
fox:FOXG_08150	ko:K22804
fox:FOXG_08151	ko:K28506
fox:FOXG_08153	ko:K03104
fox:FOXG_08154	ko:K17583
fox:FOXG_08155	ko:K00382
fox:FOXG_08156	ko:K13076
fox:FOXG_08157	ko:K15305
fox:FOXG_08159	ko:K09523
fox:FOXG_08160	ko:K15113
fox:FOXG_08161	ko:K17907
fox:FOXG_08162	ko:K20293
fox:FOXG_08163	ko:K22766
fox:FOXG_08164	ko:K02961
fox:FOXG_08165	ko:K14568
fox:FOXG_08167	ko:K01739
fox:FOXG_08168	ko:K16275
fox:FOXG_08169	ko:K09506
fox:FOXG_08170	ko:K08342
fox:FOXG_08172	ko:K11252
fox:FOXG_08173	ko:K11251
fox:FOXG_08174	ko:K03965
fox:FOXG_08175	ko:K14816
fox:FOXG_08178	ko:K03978
fox:FOXG_08182	ko:K19572
fox:FOXG_08183	ko:K06699
fox:FOXG_08190	ko:K17795
fox:FOXG_08193	ko:K28206
fox:FOXG_08194	ko:K02978
fox:FOXG_08197	ko:K02433
fox:FOXG_08198	ko:K12849
fox:FOXG_08201	ko:K18182
fox:FOXG_08206	ko:K01974
fox:FOXG_08211	ko:K19356
fox:FOXG_08213	ko:K18664
fox:FOXG_08214	ko:K08516
fox:FOXG_08216	ko:K05759
fox:FOXG_08217	ko:K26683
fox:FOXG_08218	ko:K11667
fox:FOXG_08219	ko:K11569
fox:FOXG_08220	ko:K11672
fox:FOXG_08222	ko:K01724
fox:FOXG_08223	ko:K07750
fox:FOXG_08224	ko:K18158
fox:FOXG_08225	ko:K15711
fox:FOXG_08230	ko:K01049
fox:FOXG_08236	ko:K00456
fox:FOXG_08238	ko:K15449
fox:FOXG_08239	ko:K17770
fox:FOXG_08240	ko:K19986
fox:FOXG_08241	ko:K04382
fox:FOXG_08244	ko:K00354
fox:FOXG_08246	ko:K12584
fox:FOXG_08249	ko:K28669
fox:FOXG_08250	ko:K12860
fox:FOXG_08253	ko:K01522
fox:FOXG_08255	ko:K24927
fox:FOXG_08257	ko:K03164
fox:FOXG_08258	ko:K17606
fox:FOXG_08265	ko:K14569
fox:FOXG_08266	ko:K11566
fox:FOXG_08268	ko:K11343
fox:FOXG_08269	ko:K15217
fox:FOXG_08270	ko:K17677
fox:FOXG_08273	ko:K27804
fox:FOXG_08274	ko:K00327
fox:FOXG_08276	ko:K07179
fox:FOXG_08277	ko:K03028
fox:FOXG_08279	ko:K01934
fox:FOXG_08280	ko:K15436
fox:FOXG_08282	ko:K07827
fox:FOXG_08287	ko:K06072
fox:FOXG_08288	ko:K06672
fox:FOXG_08289	ko:K07300
fox:FOXG_08290	ko:K20404
fox:FOXG_08292	ko:K14688
fox:FOXG_08293	ko:K14808
fox:FOXG_08294	ko:K09528
fox:FOXG_08295	ko:K03686
fox:FOXG_08299	ko:K17362
fox:FOXG_08300	ko:K13345
fox:FOXG_08303	ko:K19327
fox:FOXG_08306	ko:K21767
fox:FOXG_08309	ko:K03013
fox:FOXG_08314	ko:K15334
fox:FOXG_08318	ko:K14806
fox:FOXG_08320	ko:K00938
fox:FOXG_08323	ko:K14785
fox:FOXG_08324	ko:K07562
fox:FOXG_08326	ko:K14454
fox:FOXG_08328	ko:K28507
fox:FOXG_08329	ko:K23565
fox:FOXG_08330	ko:K11825
fox:FOXG_08331	ko:K28515
fox:FOXG_08332	ko:K11599
fox:FOXG_08337	ko:K08734
fox:FOXG_08341	ko:K01338
fox:FOXG_08342	ko:K10739
fox:FOXG_08344	ko:K01823
fox:FOXG_08345	ko:K20048
fox:FOXG_08346	ko:K22745
fox:FOXG_08347	ko:K08762
fox:FOXG_08353	ko:K09467
fox:FOXG_08354	ko:K17796
fox:FOXG_08355	ko:K12493
fox:FOXG_08357	ko:K13941
fox:FOXG_08358	ko:K12769
fox:FOXG_08363	ko:K00555
fox:FOXG_08364	ko:K01196
fox:FOXG_08369	ko:K21989
fox:FOXG_08371	ko:K28027
fox:FOXG_08372	ko:K03778
fox:FOXG_08379	ko:K09568
fox:FOXG_08381	ko:K03178
fox:FOXG_08382	ko:K07393
fox:FOXG_08384	ko:K15292
fox:FOXG_08386	ko:K17815
fox:FOXG_08388	ko:K01532
fox:FOXG_08390	ko:K00254
fox:FOXG_08396	ko:K22733
fox:FOXG_08397	ko:K09561
fox:FOXG_08401	ko:K03850
fox:FOXG_08403	ko:K17086
fox:FOXG_08404	ko:K14765
fox:FOXG_08405	ko:K14721
fox:FOXG_08406	ko:K12617
fox:FOXG_08407	ko:K10967
fox:FOXG_08408	ko:K02950
fox:FOXG_08409	ko:K09478
fox:FOXG_08410	ko:K02677
fox:FOXG_08411	ko:K17983
fox:FOXG_08414	ko:K15025
fox:FOXG_08415	ko:K03845
fox:FOXG_08416	ko:K00273
fox:FOXG_08417	ko:K03671
fox:FOXG_08419	ko:K11548
fox:FOXG_08421	ko:K12397
fox:FOXG_08423	ko:K23146
fox:FOXG_08425	ko:K12462
fox:FOXG_08426	ko:K17615
fox:FOXG_08429	ko:K00764
fox:FOXG_08430	ko:K03457
fox:FOXG_08431	ko:K20224
fox:FOXG_08433	ko:K13728
fox:FOXG_08435	ko:K00274
fox:FOXG_08436	ko:K11271
fox:FOXG_08437	ko:K11976
fox:FOXG_08438	ko:K10838
fox:FOXG_08439	ko:K24684
fox:FOXG_08440	ko:K17981
fox:FOXG_08443	ko:K12190
fox:FOXG_08444	ko:K23802
fox:FOXG_08445	ko:K11237
fox:FOXG_08450	ko:K23314
fox:FOXG_08454	ko:K10610
fox:FOXG_08455	ko:K00411
fox:FOXG_08456	ko:K09493
fox:FOXG_08457	ko:K01881
fox:FOXG_08459	ko:K10733
fox:FOXG_08461	ko:K05994
fox:FOXG_08462	ko:K14763
fox:FOXG_08463	ko:K03846
fox:FOXG_08467	ko:K08192
fox:FOXG_08469	ko:K13726
fox:FOXG_08476	ko:K14797
fox:FOXG_08479	ko:K02606
fox:FOXG_08482	ko:K19838
fox:FOXG_08484	ko:K15175
fox:FOXG_08485	ko:K15084
fox:FOXG_08487	ko:K02892
fox:FOXG_08489	ko:K28103
fox:FOXG_08490	ko:K09648
fox:FOXG_08491	ko:K03237
fox:FOXG_08492	ko:K02180
fox:FOXG_08495	ko:K00511
fox:FOXG_08496	ko:K00729
fox:FOXG_08498	ko:K17491
fox:FOXG_08499	ko:K14575
fox:FOXG_08501	ko:K07901
fox:FOXG_08503	ko:K04078
fox:FOXG_08504	ko:K28035
fox:FOXG_08505	ko:K02867
fox:FOXG_08506	ko:K06961
fox:FOXG_08510	ko:K09117
fox:FOXG_08512	ko:K13711
fox:FOXG_08514	ko:K17669
fox:FOXG_08517	ko:K19839
fox:FOXG_08518	ko:K16578
fox:FOXG_08521	ko:K23966
fox:FOXG_08522	ko:K14299
fox:FOXG_08523	ko:K00507
fox:FOXG_08526	ko:K08675
fox:FOXG_08530	ko:K18551
fox:FOXG_08531	ko:K15152
fox:FOXG_08532	ko:K12275
fox:FOXG_08534	ko:K01115
fox:FOXG_08535	ko:K13996
fox:FOXG_08536	ko:K10862
fox:FOXG_08537	ko:K03327
fox:FOXG_08538	ko:K11768
fox:FOXG_08544	ko:K17255
fox:FOXG_08545	ko:K06943
fox:FOXG_08546	ko:K00762
fox:FOXG_08548	ko:K11885
fox:FOXG_08549	ko:K14850
fox:FOXG_08551	ko:K02729
fox:FOXG_08552	ko:K16569
fox:FOXG_08554	ko:K03107
fox:FOXG_08555	ko:K04043
fox:FOXG_08557	ko:K00109
fox:FOXG_08568	ko:K00852
fox:FOXG_08571	ko:K14654
fox:FOXG_08573	ko:K13341
fox:FOXG_08574	ko:K17679
fox:FOXG_08578	ko:K06674
fox:FOXG_08584	ko:K12605
fox:FOXG_08585	ko:K14022
fox:FOXG_08588	ko:K14685
fox:FOXG_08589	ko:K22686
fox:FOXG_08590	ko:K19476
fox:FOXG_08592	ko:K11827
fox:FOXG_08594	ko:K11313
fox:FOXG_08595	ko:K18203
fox:FOXG_08597	ko:K10396
fox:FOXG_08598	ko:K10573
fox:FOXG_08599	ko:K00626
fox:FOXG_08600	ko:K23801
fox:FOXG_08603	ko:K02355
fox:FOXG_08604	ko:K26750
fox:FOXG_08605	ko:K14554
fox:FOXG_08607	ko:K13024
fox:FOXG_08612	ko:K11254
fox:FOXG_08613	ko:K09184
fox:FOXG_08629	ko:K16369
fox:FOXG_08630	ko:K03248
fox:FOXG_08638	ko:K05857
fox:FOXG_08643	ko:K20316
fox:FOXG_08644	ko:K20307
fox:FOXG_08645	ko:K08963
fox:FOXG_08646	ko:K01438
fox:FOXG_08647	ko:K09123
fox:FOXG_08649	ko:K01505
fox:FOXG_08652	ko:K06215
fox:FOXG_08653	ko:K08681
fox:FOXG_08655	ko:K16794
fox:FOXG_08665	ko:K18123
fox:FOXG_08666	ko:K01293
fox:FOXG_08668	ko:K08139
fox:FOXG_08674	ko:K17806
fox:FOXG_08675	ko:K11996
fox:FOXG_08677	ko:K08597
fox:FOXG_08681	ko:K00006
fox:FOXG_08683	ko:K27841
fox:FOXG_08689	ko:K21989
fox:FOXG_08690	ko:K13535
fox:FOXG_08692	ko:K08192
fox:FOXG_08697	ko:K03781
fox:FOXG_08699	ko:K00826
fox:FOXG_08700	ko:K22337
fox:FOXG_08701	ko:K14855
fox:FOXG_08703	ko:K19823
fox:FOXG_08704	ko:K08740
fox:FOXG_08705	ko:K01092
fox:FOXG_08706	ko:K03786
fox:FOXG_08707	ko:K26400
fox:FOXG_08708	ko:K09484
fox:FOXG_08710	ko:K28028
fox:FOXG_08718	ko:K01733
fox:FOXG_08720	ko:K13726
fox:FOXG_08726	ko:K08192
fox:FOXG_08727	ko:K01714
fox:FOXG_08729	ko:K00799
fox:FOXG_08736	ko:K01426
fox:FOXG_08747	ko:K01939
fox:FOXG_08752	ko:K19306
