fgr:FGSG_00017	ko:K01293
fgr:FGSG_06317	ko:K12392
fgr:FGSG_06320	ko:K20296
fgr:FGSG_06321	ko:K15364
fgr:FGSG_06328	ko:K01621
fgr:FGSG_06330	ko:K08735
fgr:FGSG_06331	ko:K14709
fgr:FGSG_06338	ko:K15445
fgr:FGSG_06339	ko:K02684
fgr:FGSG_06340	ko:K14544
fgr:FGSG_06342	ko:K01027
fgr:FGSG_06346	ko:K15620
fgr:FGSG_06348	ko:K02519
fgr:FGSG_06349	ko:K09140
fgr:FGSG_06350	ko:K12404
fgr:FGSG_06352	ko:K20826
fgr:FGSG_06353	ko:K15026
fgr:FGSG_06358	ko:K03240
fgr:FGSG_06359	ko:K15859
fgr:FGSG_06361	ko:K18725
fgr:FGSG_06362	ko:K05610
fgr:FGSG_06363	ko:K10301
fgr:FGSG_06370	ko:K17103
fgr:FGSG_06371	ko:K28059
fgr:FGSG_06372	ko:K11128
fgr:FGSG_06375	ko:K00679
fgr:FGSG_06376	ko:K00670
fgr:FGSG_06378	ko:K17868
fgr:FGSG_06379	ko:K14289
fgr:FGSG_06384	ko:K14007
fgr:FGSG_06385	ko:K04371
fgr:FGSG_06387	ko:K01719
fgr:FGSG_06388	ko:K11672
fgr:FGSG_06389	ko:K11569
fgr:FGSG_06390	ko:K11667
fgr:FGSG_06391	ko:K26683
fgr:FGSG_06392	ko:K05759
fgr:FGSG_06394	ko:K08516
fgr:FGSG_06395	ko:K18664
fgr:FGSG_06397	ko:K19356
fgr:FGSG_06400	ko:K01974
fgr:FGSG_06404	ko:K06128
fgr:FGSG_06406	ko:K28206
fgr:FGSG_06407	ko:K02978
fgr:FGSG_06410	ko:K02433
fgr:FGSG_06411	ko:K12849
fgr:FGSG_06413	ko:K18182
fgr:FGSG_06415	ko:K17795
fgr:FGSG_06416	ko:K01424
fgr:FGSG_06417	ko:K06699
fgr:FGSG_06422	ko:K19572
fgr:FGSG_06427	ko:K14816
fgr:FGSG_06434	ko:K20039
fgr:FGSG_06435	ko:K03186
fgr:FGSG_06437	ko:K01049
fgr:FGSG_06445	ko:K01181
fgr:FGSG_06447	ko:K10438
fgr:FGSG_06449	ko:K01555
fgr:FGSG_06450	ko:K00451
fgr:FGSG_06451	ko:K01212
fgr:FGSG_06453	ko:K08192
fgr:FGSG_06455	ko:K00059
fgr:FGSG_06459	ko:K13239
fgr:FGSG_06463	ko:K01209
fgr:FGSG_06468	ko:K08192
fgr:FGSG_06473	ko:K28030
fgr:FGSG_06474	ko:K28102
fgr:FGSG_06477	ko:K17740
fgr:FGSG_06480	ko:K01501
fgr:FGSG_06492	ko:K19308
fgr:FGSG_06496	ko:K14213
fgr:FGSG_06498	ko:K22124
fgr:FGSG_06502	ko:K07178
fgr:FGSG_06508	ko:K16261
fgr:FGSG_06510	ko:K08329
fgr:FGSG_06513	ko:K07241
fgr:FGSG_06522	ko:K09983
fgr:FGSG_06523	ko:K17362
fgr:FGSG_06527	ko:K01264
fgr:FGSG_06529	ko:K11429
fgr:FGSG_06531	ko:K03017
fgr:FGSG_06532	ko:K09578
fgr:FGSG_06536	ko:K00306
fgr:FGSG_06542	ko:K20032
fgr:FGSG_06543	ko:K12272
fgr:FGSG_06544	ko:K01697
fgr:FGSG_06545	ko:K01264
fgr:FGSG_06550	ko:K00698
fgr:FGSG_06551	ko:K28030
fgr:FGSG_06553	ko:K01621
fgr:FGSG_06554	ko:K03781
fgr:FGSG_06560	ko:K01265
fgr:FGSG_06566	ko:K15100
fgr:FGSG_06571	ko:K26405
fgr:FGSG_06575	ko:K08994
fgr:FGSG_06576	ko:K01887
fgr:FGSG_06577	ko:K22075
fgr:FGSG_06579	ko:K03325
fgr:FGSG_06580	ko:K11262
fgr:FGSG_06582	ko:K10661
fgr:FGSG_06586	ko:K06173
fgr:FGSG_06587	ko:K02993
fgr:FGSG_06588	ko:K10426
fgr:FGSG_06596	ko:K03781
fgr:FGSG_06605	ko:K05349
fgr:FGSG_06606	ko:K00222
fgr:FGSG_06607	ko:K10089
fgr:FGSG_06610	ko:K01113
fgr:FGSG_06611	ko:K07375
fgr:FGSG_06613	ko:K26141
fgr:FGSG_06614	ko:K28100
fgr:FGSG_06615	ko:K03362
fgr:FGSG_06616	ko:K01210
fgr:FGSG_06619	ko:K00002
fgr:FGSG_06627	ko:K10436
fgr:FGSG_06628	ko:K13181
fgr:FGSG_06631	ko:K24909
fgr:FGSG_06635	ko:K00784
fgr:FGSG_06636	ko:K23503
fgr:FGSG_06637	ko:K08287
fgr:FGSG_06640	ko:K07943
fgr:FGSG_06642	ko:K13509
fgr:FGSG_06643	ko:K28415
fgr:FGSG_06644	ko:K09540
fgr:FGSG_06646	ko:K07953
fgr:FGSG_06655	ko:K01267
fgr:FGSG_06659	ko:K14288
fgr:FGSG_06660	ko:K21845
fgr:FGSG_06661	ko:K14828
fgr:FGSG_06668	ko:K13199
fgr:FGSG_06670	ko:K11673
fgr:FGSG_06675	ko:K00052
fgr:FGSG_06677	ko:K15151
fgr:FGSG_06678	ko:K09527
fgr:FGSG_06681	ko:K01070
fgr:FGSG_06683	ko:K03014
fgr:FGSG_06684	ko:K09191
fgr:FGSG_06685	ko:K07238
fgr:FGSG_06686	ko:K01173
fgr:FGSG_06687	ko:K15542
fgr:FGSG_06688	ko:K11155
fgr:FGSG_06689	ko:K00587
fgr:FGSG_06694	ko:K26109
fgr:FGSG_06695	ko:K04708
fgr:FGSG_06697	ko:K17784
fgr:FGSG_06702	ko:K01803
fgr:FGSG_06703	ko:K17424
fgr:FGSG_06705	ko:K14815
fgr:FGSG_06706	ko:K24983
fgr:FGSG_06708	ko:K11562
fgr:FGSG_06716	ko:K03165
fgr:FGSG_06718	ko:K01101
fgr:FGSG_06721	ko:K10885
fgr:FGSG_06723	ko:K09539
fgr:FGSG_06724	ko:K02896
fgr:FGSG_06733	ko:K03781
fgr:FGSG_06735	ko:K19786
fgr:FGSG_06736	ko:K17775
fgr:FGSG_06737	ko:K11341
fgr:FGSG_06739	ko:K12868
fgr:FGSG_06743	ko:K14802
fgr:FGSG_06744	ko:K08726
fgr:FGSG_06746	ko:K12834
fgr:FGSG_06748	ko:K16315
fgr:FGSG_06749	ko:K24962
fgr:FGSG_06751	ko:K13524
fgr:FGSG_06752	ko:K00135
fgr:FGSG_06754	ko:K06669
fgr:FGSG_06755	ko:K17427
fgr:FGSG_06757	ko:K02921
fgr:FGSG_06760	ko:K11680
fgr:FGSG_06761	ko:K09500
fgr:FGSG_06763	ko:K14770
fgr:FGSG_06765	ko:K02295
fgr:FGSG_06767	ko:K10839
fgr:FGSG_06768	ko:K15198
fgr:FGSG_06769	ko:K10696
fgr:FGSG_06770	ko:K26410
fgr:FGSG_06771	ko:K05658
fgr:FGSG_06776	ko:K15264
fgr:FGSG_06777	ko:K02209
fgr:FGSG_06778	ko:K17600
fgr:FGSG_06781	ko:K03355
fgr:FGSG_06784	ko:K00787
fgr:FGSG_06788	ko:K14555
fgr:FGSG_06789	ko:K12847
fgr:FGSG_06790	ko:K03259
fgr:FGSG_06791	ko:K14817
fgr:FGSG_06792	ko:K07019
fgr:FGSG_06793	ko:K00916
fgr:FGSG_06798	ko:K10752
fgr:FGSG_06799	ko:K12618
fgr:FGSG_06800	ko:K12948
fgr:FGSG_06801	ko:K08596
fgr:FGSG_06802	ko:K14793
fgr:FGSG_06803	ko:K02734
fgr:FGSG_06804	ko:K11594
fgr:FGSG_06813	ko:K00074
fgr:FGSG_06814	ko:K10997
fgr:FGSG_06815	ko:K24194
fgr:FGSG_06816	ko:K08956
fgr:FGSG_06818	ko:K03008
fgr:FGSG_06819	ko:K12624
fgr:FGSG_06820	ko:K20777
fgr:FGSG_06821	ko:K14863
fgr:FGSG_06822	ko:K00693
fgr:FGSG_06825	ko:K09503
fgr:FGSG_06826	ko:K15443
fgr:FGSG_06827	ko:K02941
fgr:FGSG_06831	ko:K01191
fgr:FGSG_06832	ko:K08856
fgr:FGSG_06841	ko:K03257
fgr:FGSG_06843	ko:K03242
fgr:FGSG_06845	ko:K14306
fgr:FGSG_06846	ko:K22255
fgr:FGSG_06847	ko:K06630
fgr:FGSG_06849	ko:K12858
fgr:FGSG_06850	ko:K01873
fgr:FGSG_06855	ko:K12881
fgr:FGSG_06856	ko:K05529
fgr:FGSG_06857	ko:K10689
fgr:FGSG_06858	ko:K20359
fgr:FGSG_06860	ko:K12836
fgr:FGSG_06861	ko:K22285
fgr:FGSG_06863	ko:K05543
fgr:FGSG_06864	ko:K17786
fgr:FGSG_06865	ko:K01410
fgr:FGSG_06867	ko:K19783
fgr:FGSG_06869	ko:K05275
fgr:FGSG_06870	ko:K06927
fgr:FGSG_06871	ko:K21545
fgr:FGSG_06874	ko:K03163
fgr:FGSG_06875	ko:K02136
fgr:FGSG_06877	ko:K10688
fgr:FGSG_06878	ko:K08794
fgr:FGSG_06880	ko:K01892
fgr:FGSG_06881	ko:K05658
fgr:FGSG_06885	ko:K28063
fgr:FGSG_06886	ko:K02737
fgr:FGSG_06890	ko:K15378
fgr:FGSG_06893	ko:K02964
fgr:FGSG_06894	ko:K14574
fgr:FGSG_06895	ko:K13289
fgr:FGSG_06900	ko:K03639
fgr:FGSG_06901	ko:K25164
fgr:FGSG_06903	ko:K24814
fgr:FGSG_06905	ko:K18187
fgr:FGSG_06907	ko:K14397
fgr:FGSG_06909	ko:K03939
fgr:FGSG_06911	ko:K01408
fgr:FGSG_06912	ko:K11835
fgr:FGSG_06920	ko:K07942
fgr:FGSG_06921	ko:K02924
fgr:FGSG_06922	ko:K03094
fgr:FGSG_06923	ko:K08098
fgr:FGSG_06924	ko:K02865
fgr:FGSG_06927	ko:K03265
fgr:FGSG_06931	ko:K02938
fgr:FGSG_06932	ko:K00856
fgr:FGSG_06935	ko:K12873
fgr:FGSG_06936	ko:K03950
fgr:FGSG_06937	ko:K03020
fgr:FGSG_06939	ko:K28035
fgr:FGSG_06940	ko:K07359
fgr:FGSG_06941	ko:K20300
fgr:FGSG_06942	ko:K13336
fgr:FGSG_06943	ko:K19730
fgr:FGSG_06944	ko:K09413
fgr:FGSG_06945	ko:K20047
fgr:FGSG_06947	ko:K00326
fgr:FGSG_06948	ko:K15176
fgr:FGSG_06950	ko:K21996
fgr:FGSG_06951	ko:K00987
fgr:FGSG_06953	ko:K11267
fgr:FGSG_06954	ko:K11648
fgr:FGSG_06955	ko:K26736
fgr:FGSG_06957	ko:K19833
fgr:FGSG_06958	ko:K01880
fgr:FGSG_06959	ko:K08850
fgr:FGSG_06960	ko:K18156
fgr:FGSG_06961	ko:K00931
fgr:FGSG_06962	ko:K07565
fgr:FGSG_06963	ko:K17607
fgr:FGSG_06967	ko:K15206
fgr:FGSG_06969	ko:K10268
fgr:FGSG_06970	ko:K08286
fgr:FGSG_06971	ko:K20407
fgr:FGSG_06974	ko:K10669
fgr:FGSG_06977	ko:K11240
fgr:FGSG_06978	ko:K15275
fgr:FGSG_06979	ko:K18738
fgr:FGSG_06982	ko:K18469
fgr:FGSG_06988	ko:K13108
fgr:FGSG_06989	ko:K23504
fgr:FGSG_06991	ko:K25880
fgr:FGSG_06996	ko:K12859
fgr:FGSG_06999	ko:K06111
fgr:FGSG_07002	ko:K12350
fgr:FGSG_07003	ko:K00485
fgr:FGSG_07004	ko:K02145
fgr:FGSG_07007	ko:K08499
fgr:FGSG_07008	ko:K18723
fgr:FGSG_07009	ko:K18748
fgr:FGSG_07013	ko:K10777
fgr:FGSG_07016	ko:K08257
fgr:FGSG_07017	ko:K00863
fgr:FGSG_07018	ko:K11096
fgr:FGSG_07019	ko:K05605
fgr:FGSG_07021	ko:K02321
fgr:FGSG_07022	ko:K13110
fgr:FGSG_07023	ko:K01580
fgr:FGSG_07025	ko:K24611
fgr:FGSG_07028	ko:K28669
fgr:FGSG_07031	ko:K01057
fgr:FGSG_07033	ko:K20526
fgr:FGSG_07034	ko:K18160
fgr:FGSG_07038	ko:K14790
fgr:FGSG_07040	ko:K20465
fgr:FGSG_07041	ko:K15414
fgr:FGSG_07042	ko:K14860
fgr:FGSG_07043	ko:K10746
fgr:FGSG_07044	ko:K11968
fgr:FGSG_07046	ko:K15363
fgr:FGSG_07047	ko:K14968
fgr:FGSG_07048	ko:K02953
fgr:FGSG_07049	ko:K12837
fgr:FGSG_07050	ko:K03660
fgr:FGSG_07051	ko:K12828
fgr:FGSG_07054	ko:K05758
fgr:FGSG_07055	ko:K14556
fgr:FGSG_07057	ko:K01557
fgr:FGSG_07058	ko:K00452
fgr:FGSG_07059	ko:K14686
fgr:FGSG_07060	ko:K27537
fgr:FGSG_07067	ko:K21547
fgr:FGSG_07069	ko:K04564
fgr:FGSG_07072	ko:K28545
fgr:FGSG_07074	ko:K22138
fgr:FGSG_07075	ko:K01958
fgr:FGSG_07076	ko:K12236
fgr:FGSG_07077	ko:K24083
fgr:FGSG_07078	ko:K13346
fgr:FGSG_07083	ko:K20195
fgr:FGSG_07084	ko:K26680
fgr:FGSG_07086	ko:K15216
fgr:FGSG_07087	ko:K08065
fgr:FGSG_07088	ko:K09549
fgr:FGSG_07090	ko:K28766
fgr:FGSG_07091	ko:K12668
fgr:FGSG_07092	ko:K26797
fgr:FGSG_07093	ko:K14292
fgr:FGSG_07096	ko:K06116
fgr:FGSG_07098	ko:K10731
fgr:FGSG_07100	ko:K12821
fgr:FGSG_07101	ko:K06174
fgr:FGSG_07102	ko:K11367
fgr:FGSG_07103	ko:K01082
fgr:FGSG_07104	ko:K13338
fgr:FGSG_07105	ko:K02210
fgr:FGSG_07106	ko:K17408
fgr:FGSG_07107	ko:K14852
fgr:FGSG_07110	ko:K05956
fgr:FGSG_07112	ko:K08736
fgr:FGSG_07113	ko:K17497
fgr:FGSG_07114	ko:K13754
fgr:FGSG_07115	ko:K06676
fgr:FGSG_07118	ko:K19691
fgr:FGSG_07120	ko:K12488
fgr:FGSG_07121	ko:K06641
fgr:FGSG_07122	ko:K15030
fgr:FGSG_07125	ko:K23679
fgr:FGSG_07127	ko:K25004
fgr:FGSG_07128	ko:K01869
fgr:FGSG_07129	ko:K12386
fgr:FGSG_07131	ko:K15105
fgr:FGSG_07132	ko:K06659
fgr:FGSG_07135	ko:K14263
fgr:FGSG_07137	ko:K03026
fgr:FGSG_07138	ko:K03190
fgr:FGSG_07139	ko:K06671
fgr:FGSG_07140	ko:K11109
fgr:FGSG_07141	ko:K15042
fgr:FGSG_07142	ko:K13026
fgr:FGSG_07150	ko:K00858
fgr:FGSG_07154	ko:K07252
fgr:FGSG_07155	ko:K11971
fgr:FGSG_07159	ko:K27960
fgr:FGSG_07161	ko:K11511
fgr:FGSG_07162	ko:K17989
fgr:FGSG_07164	ko:K02328
fgr:FGSG_07165	ko:K12608
fgr:FGSG_07166	ko:K11501
fgr:FGSG_07169	ko:K18423
fgr:FGSG_07171	ko:K22382
fgr:FGSG_07172	ko:K23481
fgr:FGSG_07173	ko:K01796
fgr:FGSG_07174	ko:K00262
fgr:FGSG_07175	ko:K02327
fgr:FGSG_07178	ko:K23788
fgr:FGSG_07179	ko:K19765
fgr:FGSG_07180	ko:K09584
fgr:FGSG_07181	ko:K02980
fgr:FGSG_07182	ko:K02358
fgr:FGSG_07186	ko:K02930
fgr:FGSG_07191	ko:K00029
fgr:FGSG_07194	ko:K14539
fgr:FGSG_07195	ko:K14798
fgr:FGSG_07196	ko:K23719
fgr:FGSG_07199	ko:K14566
fgr:FGSG_07200	ko:K10755
fgr:FGSG_07202	ko:K13989
fgr:FGSG_07206	ko:K11131
fgr:FGSG_07209	ko:K03305
fgr:FGSG_07210	ko:K00287
fgr:FGSG_07213	ko:K09658
fgr:FGSG_07214	ko:K13100
fgr:FGSG_07217	ko:K05542
fgr:FGSG_07222	ko:K22531
fgr:FGSG_07224	ko:K13299
fgr:FGSG_07225	ko:K17662
fgr:FGSG_07226	ko:K09458
fgr:FGSG_07232	ko:K11380
fgr:FGSG_07233	ko:K06269
fgr:FGSG_07235	ko:K07973
fgr:FGSG_07237	ko:K03254
fgr:FGSG_07239	ko:K12345
fgr:FGSG_07241	ko:K06944
fgr:FGSG_07244	ko:K17656
fgr:FGSG_07245	ko:K12830
fgr:FGSG_07247	ko:K13206
fgr:FGSG_07248	ko:K17781
fgr:FGSG_07250	ko:K10082
fgr:FGSG_07251	ko:K04345
fgr:FGSG_07253	ko:K28261
fgr:FGSG_07254	ko:K11303
fgr:FGSG_07255	ko:K00286
fgr:FGSG_07256	ko:K15565
fgr:FGSG_07257	ko:K02935
fgr:FGSG_07258	ko:K14572
fgr:FGSG_07262	ko:K14550
fgr:FGSG_07263	ko:K03885
fgr:FGSG_07264	ko:K14154
fgr:FGSG_07266	ko:K00643
fgr:FGSG_07268	ko:K21456
fgr:FGSG_07270	ko:K04627
fgr:FGSG_07273	ko:K14347
fgr:FGSG_07274	ko:K01188
fgr:FGSG_07279	ko:K24976
fgr:FGSG_07280	ko:K10843
fgr:FGSG_07282	ko:K02731
fgr:FGSG_07285	ko:K02884
fgr:FGSG_07289	ko:K15174
fgr:FGSG_07291	ko:K02957
fgr:FGSG_07292	ko:K02951
fgr:FGSG_07294	ko:K06176
fgr:FGSG_07295	ko:K08294
fgr:FGSG_07296	ko:K14778
fgr:FGSG_07299	ko:K22073
fgr:FGSG_07301	ko:K09537
fgr:FGSG_07304	ko:K10703
fgr:FGSG_07306	ko:K11786
fgr:FGSG_07307	ko:K24752
fgr:FGSG_07310	ko:K11215
fgr:FGSG_07313	ko:K01814
fgr:FGSG_07315	ko:K09829
fgr:FGSG_07316	ko:K11675
fgr:FGSG_07317	ko:K18724
fgr:FGSG_07320	ko:K23387
fgr:FGSG_07325	ko:K05665
fgr:FGSG_07326	ko:K03177
fgr:FGSG_07328	ko:K12882
fgr:FGSG_07329	ko:K03083
fgr:FGSG_07330	ko:K19030
fgr:FGSG_07331	ko:K11518
fgr:FGSG_07333	ko:K02931
fgr:FGSG_07334	ko:K09562
fgr:FGSG_07335	ko:K10355
fgr:FGSG_07336	ko:K23498
fgr:FGSG_07337	ko:K26384
fgr:FGSG_07338	ko:K11374
fgr:FGSG_07339	ko:K12161
fgr:FGSG_07342	ko:K12831
fgr:FGSG_07344	ko:K08838
fgr:FGSG_07347	ko:K10246
fgr:FGSG_07351	ko:K01188
fgr:FGSG_07363	ko:K14822
fgr:FGSG_07369	ko:K13124
fgr:FGSG_07370	ko:K03854
fgr:FGSG_07371	ko:K16572
fgr:FGSG_07374	ko:K15407
fgr:FGSG_07376	ko:K06201
fgr:FGSG_07379	ko:K14558
fgr:FGSG_07380	ko:K16948
fgr:FGSG_07381	ko:K00898
fgr:FGSG_07382	ko:K11838
fgr:FGSG_07383	ko:K08711
fgr:FGSG_07387	ko:K15147
fgr:FGSG_07389	ko:K22745
fgr:FGSG_07391	ko:K28527
fgr:FGSG_07392	ko:K13102
fgr:FGSG_07393	ko:K15171
fgr:FGSG_07394	ko:K14528
fgr:FGSG_07395	ko:K04460
fgr:FGSG_07396	ko:K13118
fgr:FGSG_07397	ko:K08869
fgr:FGSG_07398	ko:K01950
fgr:FGSG_07399	ko:K14795
fgr:FGSG_07401	ko:K03233
fgr:FGSG_07402	ko:K02996
fgr:FGSG_07404	ko:K06268
fgr:FGSG_07405	ko:K11322
fgr:FGSG_07406	ko:K01409
fgr:FGSG_07409	ko:K15562
fgr:FGSG_07410	ko:K13278
fgr:FGSG_07413	ko:K15710
fgr:FGSG_07418	ko:K08284
fgr:FGSG_07419	ko:K17279
fgr:FGSG_07420	ko:K09173
fgr:FGSG_07421	ko:K00928
fgr:FGSG_07422	ko:K15071
fgr:FGSG_07423	ko:K02202
fgr:FGSG_07428	ko:K17053
fgr:FGSG_07429	ko:K23563
fgr:FGSG_07431	ko:K18588
fgr:FGSG_07432	ko:K12396
fgr:FGSG_07436	ko:K01866
fgr:FGSG_07437	ko:K01273
fgr:FGSG_07438	ko:K02952
fgr:FGSG_07439	ko:K03768
fgr:FGSG_07440	ko:K15448
fgr:FGSG_07442	ko:K14851
fgr:FGSG_07443	ko:K17945
fgr:FGSG_07445	ko:K11422
fgr:FGSG_07451	ko:K19219
fgr:FGSG_07452	ko:K14857
fgr:FGSG_07453	ko:K22140
fgr:FGSG_07457	ko:K14823
fgr:FGSG_07458	ko:K01725
fgr:FGSG_07462	ko:K19283
fgr:FGSG_07464	ko:K10578
fgr:FGSG_07466	ko:K13526
fgr:FGSG_07467	ko:K11279
fgr:FGSG_07468	ko:K00058
fgr:FGSG_07469	ko:K10357
fgr:FGSG_07470	ko:K18532
fgr:FGSG_07471	ko:K01519
fgr:FGSG_07472	ko:K24134
fgr:FGSG_07473	ko:K07208
fgr:FGSG_07475	ko:K00761
fgr:FGSG_07476	ko:K25829
fgr:FGSG_07480	ko:K02984
fgr:FGSG_07484	ko:K17866
fgr:FGSG_07491	ko:K01126
fgr:FGSG_07494	ko:K24750
fgr:FGSG_07495	ko:K23887
fgr:FGSG_07499	ko:K03032
fgr:FGSG_07500	ko:K00387
fgr:FGSG_07505	ko:K01426
fgr:FGSG_07516	ko:K05658
fgr:FGSG_07518	ko:K01537
fgr:FGSG_07524	ko:K15172
fgr:FGSG_07525	ko:K11805
fgr:FGSG_07527	ko:K28529
fgr:FGSG_07528	ko:K00873
fgr:FGSG_07530	ko:K17066
fgr:FGSG_07536	ko:K24137
fgr:FGSG_07538	ko:K01266
fgr:FGSG_07540	ko:K05291
fgr:FGSG_07542	ko:K01209
fgr:FGSG_07544	ko:K08900
fgr:FGSG_07547	ko:K02257
fgr:FGSG_07549	ko:K08737
fgr:FGSG_07551	ko:K01213
fgr:FGSG_07555	ko:K14674
fgr:FGSG_07566	ko:K00894
fgr:FGSG_07578	ko:K01735
fgr:FGSG_07582	ko:K08139
fgr:FGSG_07583	ko:K07734
fgr:FGSG_07584	ko:K08192
fgr:FGSG_07593	ko:K01195
fgr:FGSG_07594	ko:K08141
fgr:FGSG_07596	ko:K14338
fgr:FGSG_07608	ko:K03787
fgr:FGSG_07610	ko:K28508
fgr:FGSG_07612	ko:K01426
fgr:FGSG_07617	ko:K01179
fgr:FGSG_07634	ko:K05034
fgr:FGSG_07635	ko:K24160
fgr:FGSG_07637	ko:K01061
fgr:FGSG_07659	ko:K18660
fgr:FGSG_07669	ko:K19564
fgr:FGSG_07679	ko:K22736
fgr:FGSG_07682	ko:K08192
fgr:FGSG_07689	ko:K01190
fgr:FGSG_07692	ko:K02564
fgr:FGSG_07720	ko:K28669
fgr:FGSG_07722	ko:K08192
fgr:FGSG_07724	ko:K00852
fgr:FGSG_07770	ko:K09702
fgr:FGSG_07771	ko:K08192
fgr:FGSG_07794	ko:K01728
fgr:FGSG_07832	ko:K22736
fgr:FGSG_07845	ko:K04708
fgr:FGSG_07846	ko:K00485
fgr:FGSG_07849	ko:K24755
fgr:FGSG_07851	ko:K11353
fgr:FGSG_07853	ko:K15732
fgr:FGSG_07854	ko:K06677
fgr:FGSG_07855	ko:K02214
fgr:FGSG_07856	ko:K02900
fgr:FGSG_07857	ko:K11273
fgr:FGSG_07860	ko:K24160
fgr:FGSG_07865	ko:K03955
fgr:FGSG_07867	ko:K03941
fgr:FGSG_07872	ko:K00573
fgr:FGSG_07874	ko:K17663
fgr:FGSG_07875	ko:K15100
fgr:FGSG_07883	ko:K00306
fgr:FGSG_07885	ko:K18384
fgr:FGSG_07886	ko:K03377
fgr:FGSG_07887	ko:K19329
fgr:FGSG_07890	ko:K22993
fgr:FGSG_07894	ko:K08176
fgr:FGSG_07896	ko:K22889
fgr:FGSG_07897	ko:K01937
fgr:FGSG_07898	ko:K01899
fgr:FGSG_07904	ko:K08192
fgr:FGSG_07906	ko:K01759
fgr:FGSG_07911	ko:K01560
fgr:FGSG_07917	ko:K26151
fgr:FGSG_07918	ko:K01045
fgr:FGSG_07926	ko:K16055
fgr:FGSG_07928	ko:K21544
fgr:FGSG_07931	ko:K05768
fgr:FGSG_07938	ko:K03031
fgr:FGSG_07939	ko:K05236
fgr:FGSG_07940	ko:K11718
fgr:FGSG_07945	ko:K00654
fgr:FGSG_07946	ko:K00706
fgr:FGSG_07947	ko:K26957
fgr:FGSG_07951	ko:K02307
fgr:FGSG_07952	ko:K14821
fgr:FGSG_07953	ko:K01681
fgr:FGSG_07955	ko:K05289
fgr:FGSG_07956	ko:K03039
fgr:FGSG_07958	ko:K11366
fgr:FGSG_07959	ko:K16639
fgr:FGSG_07962	ko:K10875
fgr:FGSG_07963	ko:K28105
fgr:FGSG_07964	ko:K11756
fgr:FGSG_07965	ko:K13719
fgr:FGSG_07970	ko:K00658
fgr:FGSG_07974	ko:K05989
fgr:FGSG_07993	ko:K15920
fgr:FGSG_08007	ko:K00505
fgr:FGSG_08022	ko:K05994
fgr:FGSG_08040	ko:K01565
fgr:FGSG_08042	ko:K00863
fgr:FGSG_08044	ko:K01624
fgr:FGSG_08045	ko:K01808
fgr:FGSG_08047	ko:K08192
fgr:FGSG_08058	ko:K10801
fgr:FGSG_08066	ko:K13953
fgr:FGSG_08078	ko:K01426
fgr:FGSG_08079	ko:K07824
fgr:FGSG_08083	ko:K01580
fgr:FGSG_08099	ko:K08192
fgr:FGSG_08126	ko:K08288
fgr:FGSG_08133	ko:K07203
fgr:FGSG_08134	ko:K25186
fgr:FGSG_08141	ko:K01301
fgr:FGSG_08150	ko:K13333
fgr:FGSG_08158	ko:K03514
fgr:FGSG_08163	ko:K03448
fgr:FGSG_08173	ko:K11493
fgr:FGSG_08174	ko:K20363
fgr:FGSG_08188	ko:K17686
fgr:FGSG_08193	ko:K09704
fgr:FGSG_08194	ko:K06035
fgr:FGSG_08221	ko:K19564
fgr:FGSG_08228	ko:K03380
fgr:FGSG_08253	ko:K19357
fgr:FGSG_08255	ko:K19245
fgr:FGSG_08256	ko:K03448
fgr:FGSG_08265	ko:K22277
fgr:FGSG_08266	ko:K01067
fgr:FGSG_08275	ko:K07101
fgr:FGSG_08277	ko:K09659
fgr:FGSG_08281	ko:K04711
fgr:FGSG_08289	ko:K19305
fgr:FGSG_08296	ko:K17362
fgr:FGSG_08298	ko:K10968
fgr:FGSG_08299	ko:K03144
fgr:FGSG_08307	ko:K07025
fgr:FGSG_08308	ko:K05665
fgr:FGSG_08309	ko:K08711
fgr:FGSG_08312	ko:K08711
fgr:FGSG_08313	ko:K07277
fgr:FGSG_08314	ko:K04554
fgr:FGSG_08329	ko:K01942
fgr:FGSG_08333	ko:K17805
fgr:FGSG_08334	ko:K27817
fgr:FGSG_08335	ko:K02873
fgr:FGSG_08338	ko:K01626
fgr:FGSG_08341	ko:K08192
fgr:FGSG_08343	ko:K01535
fgr:FGSG_08347	ko:K19564
fgr:FGSG_08350	ko:K00600
fgr:FGSG_08351	ko:K02437
fgr:FGSG_08352	ko:K00281
fgr:FGSG_08358	ko:K00451
fgr:FGSG_08372	ko:K10838
fgr:FGSG_08373	ko:K05643
fgr:FGSG_08375	ko:K15104
fgr:FGSG_08378	ko:K16231
fgr:FGSG_08381	ko:K14782
fgr:FGSG_08382	ko:K03593
fgr:FGSG_08383	ko:K12839
fgr:FGSG_08385	ko:K08869
fgr:FGSG_08386	ko:K01764
fgr:FGSG_08390	ko:K12571
fgr:FGSG_08395	ko:K01207
fgr:FGSG_08396	ko:K01443
fgr:FGSG_08398	ko:K02564
fgr:FGSG_08399	ko:K00844
fgr:FGSG_08401	ko:K12189
fgr:FGSG_08402	ko:K17877
fgr:FGSG_08405	ko:K03657
fgr:FGSG_08410	ko:K08150
fgr:FGSG_08413	ko:K00327
fgr:FGSG_08414	ko:K00010
fgr:FGSG_08415	ko:K01193
fgr:FGSG_08417	ko:K02992
fgr:FGSG_08421	ko:K13126
fgr:FGSG_08422	ko:K10589
fgr:FGSG_08423	ko:K09704
