fpu:FPSE_00004	ko:K00293
fpu:FPSE_06046	ko:K05355
fpu:FPSE_06047	ko:K01466
fpu:FPSE_06051	ko:K08192
fpu:FPSE_06052	ko:K01183
fpu:FPSE_06053	ko:K14564
fpu:FPSE_06055	ko:K02977
fpu:FPSE_06056	ko:K02976
fpu:FPSE_06058	ko:K06675
fpu:FPSE_06059	ko:K25129
fpu:FPSE_06061	ko:K00658
fpu:FPSE_06063	ko:K01705
fpu:FPSE_06071	ko:K01187
fpu:FPSE_06077	ko:K00101
fpu:FPSE_06081	ko:K22539
fpu:FPSE_06082	ko:K08257
fpu:FPSE_06093	ko:K28027
fpu:FPSE_06098	ko:K06978
fpu:FPSE_06102	ko:K08711
fpu:FPSE_06115	ko:K01338
fpu:FPSE_06119	ko:K23329
fpu:FPSE_06122	ko:K13525
fpu:FPSE_06123	ko:K15456
fpu:FPSE_06126	ko:K04630
fpu:FPSE_06128	ko:K28153
fpu:FPSE_06132	ko:K13501
fpu:FPSE_06133	ko:K14311
fpu:FPSE_06134	ko:K17777
fpu:FPSE_06135	ko:K19845
fpu:FPSE_06136	ko:K05286
fpu:FPSE_06137	ko:K00819
fpu:FPSE_06138	ko:K08269
fpu:FPSE_06141	ko:K03005
fpu:FPSE_06142	ko:K13239
fpu:FPSE_06145	ko:K13524
fpu:FPSE_06146	ko:K05012
fpu:FPSE_06147	ko:K14767
fpu:FPSE_06148	ko:K20288
fpu:FPSE_06149	ko:K23700
fpu:FPSE_06150	ko:K19307
fpu:FPSE_06152	ko:K10684
fpu:FPSE_06155	ko:K03959
fpu:FPSE_06156	ko:K12581
fpu:FPSE_06157	ko:K18624
fpu:FPSE_06158	ko:K22484
fpu:FPSE_06161	ko:K05665
fpu:FPSE_06163	ko:K20403
fpu:FPSE_06164	ko:K16261
fpu:FPSE_06167	ko:K17794
fpu:FPSE_06168	ko:K23678
fpu:FPSE_06169	ko:K03426
fpu:FPSE_06173	ko:K26681
fpu:FPSE_06174	ko:K14830
fpu:FPSE_06175	ko:K08853
fpu:FPSE_06179	ko:K05681
fpu:FPSE_06181	ko:K05288
fpu:FPSE_06183	ko:K20238
fpu:FPSE_06187	ko:K13339
fpu:FPSE_06189	ko:K07555
fpu:FPSE_06190	ko:K15075
fpu:FPSE_06191	ko:K12947
fpu:FPSE_06192	ko:K23564
fpu:FPSE_06193	ko:K03022
fpu:FPSE_06196	ko:K02943
fpu:FPSE_06198	ko:K03848
fpu:FPSE_06201	ko:K00235
fpu:FPSE_06202	ko:K17508
fpu:FPSE_06203	ko:K15111
fpu:FPSE_06205	ko:K03247
fpu:FPSE_06206	ko:K01251
fpu:FPSE_06207	ko:K00015
fpu:FPSE_06210	ko:K22134
fpu:FPSE_06212	ko:K04646
fpu:FPSE_06214	ko:K01282
fpu:FPSE_06215	ko:K01194
fpu:FPSE_06216	ko:K01620
fpu:FPSE_06217	ko:K00737
fpu:FPSE_06218	ko:K07955
fpu:FPSE_06220	ko:K00505
fpu:FPSE_06223	ko:K24113
fpu:FPSE_06224	ko:K02738
fpu:FPSE_06225	ko:K17891
fpu:FPSE_06228	ko:K04486
fpu:FPSE_06229	ko:K11484
fpu:FPSE_06231	ko:K00777
fpu:FPSE_06233	ko:K02962
fpu:FPSE_06234	ko:K20827
fpu:FPSE_06235	ko:K20521
fpu:FPSE_06239	ko:K19366
fpu:FPSE_06241	ko:K20246
fpu:FPSE_06242	ko:K03239
fpu:FPSE_06243	ko:K20069
fpu:FPSE_06245	ko:K04070
fpu:FPSE_06247	ko:K21989
fpu:FPSE_06249	ko:K01771
fpu:FPSE_06250	ko:K11244
fpu:FPSE_06252	ko:K12879
fpu:FPSE_06253	ko:K00641
fpu:FPSE_06254	ko:K08176
fpu:FPSE_06260	ko:K07023
fpu:FPSE_06265	ko:K11314
fpu:FPSE_06266	ko:K00965
fpu:FPSE_06268	ko:K10251
fpu:FPSE_06269	ko:K14312
fpu:FPSE_06273	ko:K26171
fpu:FPSE_06278	ko:K00306
fpu:FPSE_06288	ko:K14776
fpu:FPSE_06290	ko:K01784
fpu:FPSE_06291	ko:K00344
fpu:FPSE_06296	ko:K03781
fpu:FPSE_06298	ko:K00826
fpu:FPSE_06299	ko:K22337
fpu:FPSE_06301	ko:K14855
fpu:FPSE_06303	ko:K08740
fpu:FPSE_06304	ko:K01092
fpu:FPSE_06305	ko:K03786
fpu:FPSE_06306	ko:K26400
fpu:FPSE_06307	ko:K09484
fpu:FPSE_06308	ko:K28028
fpu:FPSE_06318	ko:K01733
fpu:FPSE_06321	ko:K02895
fpu:FPSE_06324	ko:K03189
fpu:FPSE_06325	ko:K14799
fpu:FPSE_06326	ko:K14768
fpu:FPSE_06327	ko:K04794
fpu:FPSE_06328	ko:K02367
fpu:FPSE_06329	ko:K10524
fpu:FPSE_06332	ko:K02726
fpu:FPSE_06334	ko:K05532
fpu:FPSE_06335	ko:K01634
fpu:FPSE_06338	ko:K00898
fpu:FPSE_06345	ko:K14977
fpu:FPSE_06369	ko:K03380
fpu:FPSE_06373	ko:K06001
fpu:FPSE_06377	ko:K22857
fpu:FPSE_06378	ko:K08192
fpu:FPSE_06381	ko:K00852
fpu:FPSE_06397	ko:K07374
fpu:FPSE_06398	ko:K01640
fpu:FPSE_06399	ko:K02147
fpu:FPSE_06400	ko:K07561
fpu:FPSE_06401	ko:K11270
fpu:FPSE_06402	ko:K02991
fpu:FPSE_06403	ko:K10592
fpu:FPSE_06405	ko:K02995
fpu:FPSE_06407	ko:K10258
fpu:FPSE_06413	ko:K12178
fpu:FPSE_06414	ko:K13350
fpu:FPSE_06415	ko:K10981
fpu:FPSE_06416	ko:K03320
fpu:FPSE_06419	ko:K15160
fpu:FPSE_06422	ko:K01897
fpu:FPSE_06424	ko:K12182
fpu:FPSE_06427	ko:K00864
fpu:FPSE_06431	ko:K03019
fpu:FPSE_06432	ko:K15153
fpu:FPSE_06435	ko:K03859
fpu:FPSE_06437	ko:K20409
fpu:FPSE_06438	ko:K10580
fpu:FPSE_06440	ko:K02138
fpu:FPSE_06441	ko:K03626
fpu:FPSE_06442	ko:K02875
fpu:FPSE_06447	ko:K03946
fpu:FPSE_06448	ko:K22139
fpu:FPSE_06452	ko:K01052
fpu:FPSE_06453	ko:K19842
fpu:FPSE_06454	ko:K02155
fpu:FPSE_06456	ko:K28669
fpu:FPSE_06457	ko:K12780
fpu:FPSE_06458	ko:K23460
fpu:FPSE_06459	ko:K12586
fpu:FPSE_06462	ko:K03635
fpu:FPSE_06463	ko:K13094
fpu:FPSE_06467	ko:K20456
fpu:FPSE_06468	ko:K01183
fpu:FPSE_06469	ko:K06911
fpu:FPSE_06477	ko:K03507
fpu:FPSE_06478	ko:K17822
fpu:FPSE_06479	ko:K02990
fpu:FPSE_06480	ko:K18163
fpu:FPSE_06481	ko:K15505
fpu:FPSE_06490	ko:K01687
fpu:FPSE_06491	ko:K17922
fpu:FPSE_06492	ko:K02876
fpu:FPSE_06494	ko:K03854
fpu:FPSE_06496	ko:K02265
fpu:FPSE_06497	ko:K00459
fpu:FPSE_06504	ko:K10599
fpu:FPSE_06508	ko:K00852
fpu:FPSE_06518	ko:K00109
fpu:FPSE_06520	ko:K14839
fpu:FPSE_06523	ko:K28669
fpu:FPSE_06524	ko:K18103
fpu:FPSE_06525	ko:K18106
fpu:FPSE_06526	ko:K15463
fpu:FPSE_06528	ko:K09510
fpu:FPSE_06530	ko:K02207
fpu:FPSE_06531	ko:K16196
fpu:FPSE_06533	ko:K03188
fpu:FPSE_06534	ko:K27398
fpu:FPSE_06535	ko:K27705
fpu:FPSE_06537	ko:K00249
fpu:FPSE_06538	ko:K07897
fpu:FPSE_06540	ko:K01526
fpu:FPSE_06541	ko:K22762
fpu:FPSE_06545	ko:K14429
fpu:FPSE_06546	ko:K14209
fpu:FPSE_06549	ko:K01530
fpu:FPSE_06550	ko:K04499
fpu:FPSE_06552	ko:K04648
fpu:FPSE_06553	ko:K03105
fpu:FPSE_06554	ko:K00999
fpu:FPSE_06555	ko:K13421
fpu:FPSE_06558	ko:K19791
fpu:FPSE_06559	ko:K07243
fpu:FPSE_06561	ko:K19708
fpu:FPSE_06564	ko:K19703
fpu:FPSE_06565	ko:K13091
fpu:FPSE_06568	ko:K06911
fpu:FPSE_06573	ko:K11551
fpu:FPSE_06574	ko:K03424
fpu:FPSE_06575	ko:K10807
fpu:FPSE_06583	ko:K08141
fpu:FPSE_06584	ko:K01182
fpu:FPSE_06585	ko:K08192
fpu:FPSE_06588	ko:K05857
fpu:FPSE_06594	ko:K08711
fpu:FPSE_06595	ko:K14816
fpu:FPSE_06597	ko:K26400
fpu:FPSE_06601	ko:K09484
fpu:FPSE_06603	ko:K13333
fpu:FPSE_06605	ko:K00102
fpu:FPSE_06606	ko:K08192
fpu:FPSE_06609	ko:K02429
fpu:FPSE_06613	ko:K05972
fpu:FPSE_06617	ko:K22134
fpu:FPSE_06620	ko:K05349
fpu:FPSE_06622	ko:K26141
fpu:FPSE_06623	ko:K08192
fpu:FPSE_06629	ko:K04709
fpu:FPSE_06630	ko:K03782
fpu:FPSE_06634	ko:K28766
fpu:FPSE_06638	ko:K00306
fpu:FPSE_06640	ko:K01176
fpu:FPSE_06645	ko:K00059
fpu:FPSE_06649	ko:K24976
fpu:FPSE_06658	ko:K01091
fpu:FPSE_06666	ko:K00387
fpu:FPSE_06667	ko:K03781
fpu:FPSE_06668	ko:K07223
fpu:FPSE_06675	ko:K08095
fpu:FPSE_06678	ko:K01481
fpu:FPSE_06679	ko:K00306
fpu:FPSE_06706	ko:K19069
fpu:FPSE_06732	ko:K01487
fpu:FPSE_06736	ko:K08192
fpu:FPSE_06743	ko:K09252
fpu:FPSE_06754	ko:K01213
fpu:FPSE_06763	ko:K01673
fpu:FPSE_06765	ko:K07034
fpu:FPSE_06770	ko:K16904
fpu:FPSE_06801	ko:K20408
fpu:FPSE_06808	ko:K00681
fpu:FPSE_06820	ko:K16261
fpu:FPSE_06825	ko:K15102
fpu:FPSE_06826	ko:K01341
fpu:FPSE_06827	ko:K17919
fpu:FPSE_06828	ko:K17800
fpu:FPSE_06829	ko:K05349
fpu:FPSE_06833	ko:K00944
fpu:FPSE_06837	ko:K25866
fpu:FPSE_06838	ko:K10842
fpu:FPSE_06839	ko:K20044
fpu:FPSE_06845	ko:K19823
fpu:FPSE_06847	ko:K08192
fpu:FPSE_06848	ko:K01488
fpu:FPSE_06851	ko:K22539
fpu:FPSE_06859	ko:K00128
fpu:FPSE_06864	ko:K15417
fpu:FPSE_06865	ko:K15418
fpu:FPSE_06868	ko:K08850
fpu:FPSE_06869	ko:K01537
fpu:FPSE_06871	ko:K00276
fpu:FPSE_06873	ko:K03671
fpu:FPSE_06879	ko:K00128
fpu:FPSE_06881	ko:K18740
fpu:FPSE_06884	ko:K09246
fpu:FPSE_06888	ko:K08192
fpu:FPSE_06892	ko:K09248
fpu:FPSE_06907	ko:K15532
fpu:FPSE_06908	ko:K05349
fpu:FPSE_06910	ko:K02954
fpu:FPSE_06911	ko:K28450
fpu:FPSE_06912	ko:K07975
fpu:FPSE_06915	ko:K00799
fpu:FPSE_06918	ko:K27797
fpu:FPSE_06919	ko:K01637
fpu:FPSE_06921	ko:K01915
fpu:FPSE_06922	ko:K01515
fpu:FPSE_06923	ko:K18447
fpu:FPSE_06925	ko:K09602
fpu:FPSE_06926	ko:K12176
fpu:FPSE_06932	ko:K12870
fpu:FPSE_06933	ko:K12670
fpu:FPSE_06935	ko:K24781
fpu:FPSE_06936	ko:K01336
fpu:FPSE_06938	ko:K01062
fpu:FPSE_06959	ko:K11153
fpu:FPSE_06964	ko:K01273
fpu:FPSE_06965	ko:K08192
fpu:FPSE_06966	ko:K05034
fpu:FPSE_06970	ko:K18551
fpu:FPSE_06978	ko:K00002
fpu:FPSE_06982	ko:K00344
fpu:FPSE_06987	ko:K01476
fpu:FPSE_06990	ko:K21403
fpu:FPSE_07000	ko:K11251
fpu:FPSE_07002	ko:K10949
fpu:FPSE_07003	ko:K03134
fpu:FPSE_07004	ko:K02965
fpu:FPSE_07005	ko:K01179
fpu:FPSE_07006	ko:K09518
fpu:FPSE_07007	ko:K01309
fpu:FPSE_07008	ko:K12343
fpu:FPSE_07009	ko:K08192
fpu:FPSE_07013	ko:K08739
fpu:FPSE_07015	ko:K20179
fpu:FPSE_07016	ko:K19785
fpu:FPSE_07026	ko:K18660
fpu:FPSE_07036	ko:K19564
fpu:FPSE_07049	ko:K22736
fpu:FPSE_07052	ko:K08192
fpu:FPSE_07060	ko:K01190
fpu:FPSE_07063	ko:K02564
fpu:FPSE_07065	ko:K00844
fpu:FPSE_07072	ko:K11592
fpu:FPSE_07074	ko:K18042
fpu:FPSE_07075	ko:K17675
fpu:FPSE_07076	ko:K08515
fpu:FPSE_07077	ko:K01530
fpu:FPSE_07083	ko:K10956
fpu:FPSE_07084	ko:K00791
fpu:FPSE_07088	ko:K00236
fpu:FPSE_07089	ko:K03131
fpu:FPSE_07091	ko:K17437
fpu:FPSE_07093	ko:K00323
fpu:FPSE_07095	ko:K00995
fpu:FPSE_07096	ko:K02926
fpu:FPSE_07097	ko:K17439
fpu:FPSE_07101	ko:K07200
fpu:FPSE_07102	ko:K08332
fpu:FPSE_07103	ko:K09647
fpu:FPSE_07104	ko:K02520
fpu:FPSE_07107	ko:K11309
fpu:FPSE_07113	ko:K02899
fpu:FPSE_07115	ko:K16833
fpu:FPSE_07116	ko:K01536
fpu:FPSE_07118	ko:K13281
fpu:FPSE_07119	ko:K05302
fpu:FPSE_07121	ko:K12393
fpu:FPSE_07122	ko:K21642
fpu:FPSE_07123	ko:K00002
fpu:FPSE_07126	ko:K01749
fpu:FPSE_07127	ko:K02437
fpu:FPSE_07129	ko:K06682
fpu:FPSE_07134	ko:K01433
fpu:FPSE_07135	ko:K00943
fpu:FPSE_07138	ko:K07005
fpu:FPSE_07139	ko:K03106
fpu:FPSE_07141	ko:K01515
fpu:FPSE_07151	ko:K09291
fpu:FPSE_07152	ko:K14805
fpu:FPSE_07153	ko:K01620
fpu:FPSE_07157	ko:K10887
fpu:FPSE_07158	ko:K01809
fpu:FPSE_07160	ko:K00101
fpu:FPSE_07161	ko:K02986
fpu:FPSE_07162	ko:K11269
fpu:FPSE_07164	ko:K21451
fpu:FPSE_07167	ko:K01487
fpu:FPSE_07168	ko:K00668
fpu:FPSE_07169	ko:K00667
fpu:FPSE_07170	ko:K12623
fpu:FPSE_07172	ko:K08158
fpu:FPSE_07174	ko:K01772
fpu:FPSE_07175	ko:K16944
fpu:FPSE_07176	ko:K17969
fpu:FPSE_07177	ko:K11557
fpu:FPSE_07182	ko:K00275
fpu:FPSE_07186	ko:K08333
fpu:FPSE_07187	ko:K11092
fpu:FPSE_07189	ko:K05012
fpu:FPSE_07191	ko:K03123
fpu:FPSE_07192	ko:K03661
fpu:FPSE_07193	ko:K15376
fpu:FPSE_07194	ko:K03537
fpu:FPSE_07195	ko:K24104
fpu:FPSE_07196	ko:K14676
fpu:FPSE_07198	ko:K01593
fpu:FPSE_07200	ko:K14713
fpu:FPSE_07201	ko:K01199
fpu:FPSE_07204	ko:K11548
fpu:FPSE_07206	ko:K12397
fpu:FPSE_07208	ko:K23146
fpu:FPSE_07210	ko:K12462
fpu:FPSE_07211	ko:K17615
fpu:FPSE_07214	ko:K00764
fpu:FPSE_07215	ko:K03457
fpu:FPSE_07216	ko:K20224
fpu:FPSE_07218	ko:K13728
fpu:FPSE_07220	ko:K00274
fpu:FPSE_07221	ko:K11271
fpu:FPSE_07222	ko:K11976
fpu:FPSE_07223	ko:K10838
fpu:FPSE_07224	ko:K24684
fpu:FPSE_07225	ko:K17981
fpu:FPSE_07226	ko:K02143
fpu:FPSE_07229	ko:K12190
fpu:FPSE_07230	ko:K23802
fpu:FPSE_07232	ko:K11237
fpu:FPSE_07237	ko:K23314
fpu:FPSE_07241	ko:K10610
fpu:FPSE_07242	ko:K00411
fpu:FPSE_07243	ko:K09493
fpu:FPSE_07244	ko:K01881
fpu:FPSE_07246	ko:K10733
fpu:FPSE_07248	ko:K05994
fpu:FPSE_07249	ko:K14763
fpu:FPSE_07250	ko:K03846
fpu:FPSE_07255	ko:K08192
fpu:FPSE_07256	ko:K13726
fpu:FPSE_07263	ko:K14797
fpu:FPSE_07265	ko:K11376
fpu:FPSE_07266	ko:K08517
fpu:FPSE_07270	ko:K02725
fpu:FPSE_07271	ko:K00831
fpu:FPSE_07272	ko:K03650
fpu:FPSE_07274	ko:K01228
fpu:FPSE_07275	ko:K12846
fpu:FPSE_07276	ko:K11238
fpu:FPSE_07278	ko:K10903
fpu:FPSE_07279	ko:K20353
fpu:FPSE_07280	ko:K05658
fpu:FPSE_07283	ko:K03127
fpu:FPSE_07286	ko:K25216
fpu:FPSE_07288	ko:K01102
fpu:FPSE_07291	ko:K17411
fpu:FPSE_07292	ko:K03685
fpu:FPSE_07295	ko:K03934
fpu:FPSE_07296	ko:K08997
fpu:FPSE_07298	ko:K13950
fpu:FPSE_07299	ko:K28212
fpu:FPSE_07300	ko:K14831
fpu:FPSE_07302	ko:K20168
fpu:FPSE_07306	ko:K01939
fpu:FPSE_07308	ko:K05609
fpu:FPSE_07314	ko:K20465
fpu:FPSE_07317	ko:K01611
fpu:FPSE_07318	ko:K11130
fpu:FPSE_07319	ko:K11883
fpu:FPSE_07323	ko:K00463
fpu:FPSE_07325	ko:K01455
fpu:FPSE_07330	ko:K19562
fpu:FPSE_07331	ko:K00652
fpu:FPSE_07336	ko:K16261
fpu:FPSE_07344	ko:K14333
fpu:FPSE_07358	ko:K05989
fpu:FPSE_07359	ko:K08141
fpu:FPSE_07361	ko:K01593
fpu:FPSE_07367	ko:K08141
fpu:FPSE_07368	ko:K01182
fpu:FPSE_07371	ko:K19069
fpu:FPSE_07372	ko:K28511
fpu:FPSE_07373	ko:K21293
fpu:FPSE_07385	ko:K04618
fpu:FPSE_07394	ko:K00128
fpu:FPSE_07396	ko:K06647
fpu:FPSE_07397	ko:K16575
fpu:FPSE_07399	ko:K08257
fpu:FPSE_07400	ko:K20366
fpu:FPSE_07403	ko:K14002
fpu:FPSE_07404	ko:K12813
fpu:FPSE_07407	ko:K03293
fpu:FPSE_07417	ko:K14640
fpu:FPSE_07422	ko:K00953
fpu:FPSE_07423	ko:K01181
fpu:FPSE_07426	ko:K01507
fpu:FPSE_07429	ko:K28028
fpu:FPSE_07430	ko:K03671
fpu:FPSE_07432	ko:K12389
fpu:FPSE_07435	ko:K01764
fpu:FPSE_07437	ko:K01597
fpu:FPSE_07438	ko:K20858
fpu:FPSE_07439	ko:K22884
fpu:FPSE_07450	ko:K00799
fpu:FPSE_07452	ko:K20237
fpu:FPSE_07453	ko:K20176
fpu:FPSE_07454	ko:K01736
fpu:FPSE_07455	ko:K03800
fpu:FPSE_07457	ko:K01192
fpu:FPSE_07458	ko:K08192
fpu:FPSE_07465	ko:K01904
fpu:FPSE_07470	ko:K08192
fpu:FPSE_07475	ko:K08192
fpu:FPSE_07478	ko:K08192
fpu:FPSE_07479	ko:K24160
fpu:FPSE_07483	ko:K22134
fpu:FPSE_07485	ko:K22539
fpu:FPSE_07487	ko:K13348
fpu:FPSE_07490	ko:K01336
fpu:FPSE_07493	ko:K21830
fpu:FPSE_07499	ko:K17066
fpu:FPSE_07501	ko:K00873
fpu:FPSE_07502	ko:K28529
fpu:FPSE_07504	ko:K11805
fpu:FPSE_07505	ko:K15172
fpu:FPSE_07524	ko:K08192
fpu:FPSE_07525	ko:K07824
fpu:FPSE_07528	ko:K01580
fpu:FPSE_07532	ko:K07824
fpu:FPSE_07533	ko:K01426
fpu:FPSE_07544	ko:K01923
fpu:FPSE_07549	ko:K00589
fpu:FPSE_07551	ko:K01950
fpu:FPSE_07552	ko:K08869
fpu:FPSE_07553	ko:K13118
fpu:FPSE_07554	ko:K04460
fpu:FPSE_07555	ko:K14528
fpu:FPSE_07556	ko:K15171
fpu:FPSE_07557	ko:K13102
fpu:FPSE_07558	ko:K28527
fpu:FPSE_07560	ko:K22745
fpu:FPSE_07562	ko:K15147
fpu:FPSE_07570	ko:K01568
fpu:FPSE_07578	ko:K28624
fpu:FPSE_07581	ko:K21751
fpu:FPSE_07584	ko:K00547
fpu:FPSE_07586	ko:K11369
fpu:FPSE_07591	ko:K22684
fpu:FPSE_07593	ko:K13726
fpu:FPSE_07594	ko:K21989
fpu:FPSE_07599	ko:K08192
fpu:FPSE_07605	ko:K00428
fpu:FPSE_07606	ko:K13217
fpu:FPSE_07607	ko:K20279
fpu:FPSE_07609	ko:K06630
fpu:FPSE_07612	ko:K02920
fpu:FPSE_07613	ko:K15627
fpu:FPSE_07625	ko:K07511
fpu:FPSE_07628	ko:K00864
fpu:FPSE_07629	ko:K03441
fpu:FPSE_07630	ko:K00111
fpu:FPSE_07633	ko:K17907
fpu:FPSE_07634	ko:K20293
fpu:FPSE_07635	ko:K22766
fpu:FPSE_07636	ko:K02961
fpu:FPSE_07637	ko:K14568
fpu:FPSE_07639	ko:K01739
fpu:FPSE_07640	ko:K16275
fpu:FPSE_07641	ko:K09506
fpu:FPSE_07642	ko:K08342
fpu:FPSE_07644	ko:K11252
fpu:FPSE_07645	ko:K11251
fpu:FPSE_07646	ko:K03965
fpu:FPSE_07648	ko:K12613
fpu:FPSE_07651	ko:K14962
fpu:FPSE_07652	ko:K15117
fpu:FPSE_07653	ko:K14169
fpu:FPSE_07657	ko:K13201
fpu:FPSE_07659	ko:K18670
fpu:FPSE_07664	ko:K08192
fpu:FPSE_07666	ko:K08518
fpu:FPSE_07670	ko:K06947
fpu:FPSE_07672	ko:K22723
fpu:FPSE_07673	ko:K08794
fpu:FPSE_07681	ko:K01895
fpu:FPSE_07682	ko:K10756
fpu:FPSE_07684	ko:K10754
fpu:FPSE_07687	ko:K00809
fpu:FPSE_07690	ko:K28750
fpu:FPSE_07691	ko:K15444
fpu:FPSE_07693	ko:K17262
fpu:FPSE_07697	ko:K01679
fpu:FPSE_07699	ko:K02987
fpu:FPSE_07700	ko:K00102
fpu:FPSE_07701	ko:K11699
fpu:FPSE_07704	ko:K10352
fpu:FPSE_07706	ko:K04565
fpu:FPSE_07707	ko:K15979
fpu:FPSE_07708	ko:K00616
fpu:FPSE_07712	ko:K19951
fpu:FPSE_07713	ko:K04345
fpu:FPSE_07715	ko:K14758
fpu:FPSE_07719	ko:K22909
fpu:FPSE_07720	ko:K01372
fpu:FPSE_07722	ko:K24971
fpu:FPSE_07730	ko:K14800
fpu:FPSE_07732	ko:K17422
fpu:FPSE_07733	ko:K20308
fpu:FPSE_07734	ko:K22134
fpu:FPSE_07739	ko:K09529
fpu:FPSE_07741	ko:K01180
fpu:FPSE_07742	ko:K07300
fpu:FPSE_07743	ko:K14567
fpu:FPSE_07744	ko:K02259
fpu:FPSE_07745	ko:K04567
fpu:FPSE_07747	ko:K11585
fpu:FPSE_07750	ko:K13507
fpu:FPSE_07751	ko:K05535
fpu:FPSE_07752	ko:K01166
fpu:FPSE_07756	ko:K08141
fpu:FPSE_07781	ko:K19356
fpu:FPSE_07783	ko:K00450
fpu:FPSE_07804	ko:K00826
fpu:FPSE_07807	ko:K09248
fpu:FPSE_07812	ko:K08192
fpu:FPSE_07818	ko:K00668
fpu:FPSE_07819	ko:K00667
fpu:FPSE_07820	ko:K00826
fpu:FPSE_07826	ko:K22124
fpu:FPSE_07830	ko:K01501
fpu:FPSE_07834	ko:K08141
fpu:FPSE_07853	ko:K01293
fpu:FPSE_07868	ko:K22733
fpu:FPSE_07869	ko:K02150
fpu:FPSE_07871	ko:K01530
fpu:FPSE_07873	ko:K11594
fpu:FPSE_07874	ko:K14827
fpu:FPSE_07875	ko:K10419
fpu:FPSE_07883	ko:K01610
fpu:FPSE_07885	ko:K03267
fpu:FPSE_07889	ko:K03115
fpu:FPSE_07910	ko:K01728
fpu:FPSE_07916	ko:K03233
fpu:FPSE_07936	ko:K20872
fpu:FPSE_07938	ko:K03128
fpu:FPSE_07944	ko:K00993
fpu:FPSE_07945	ko:K00683
fpu:FPSE_07948	ko:K00671
fpu:FPSE_07953	ko:K28217
fpu:FPSE_07958	ko:K04709
fpu:FPSE_07960	ko:K05528
fpu:FPSE_07963	ko:K14526
fpu:FPSE_07966	ko:K02142
fpu:FPSE_07968	ko:K03035
fpu:FPSE_07971	ko:K18660
fpu:FPSE_07972	ko:K11572
fpu:FPSE_07973	ko:K11246
fpu:FPSE_07975	ko:K28671
fpu:FPSE_07976	ko:K02959
fpu:FPSE_07977	ko:K17759
fpu:FPSE_07979	ko:K01952
fpu:FPSE_07984	ko:K03644
fpu:FPSE_07985	ko:K01210
fpu:FPSE_07986	ko:K09142
fpu:FPSE_07987	ko:K03671
fpu:FPSE_07988	ko:K27906
fpu:FPSE_07990	ko:K00128
fpu:FPSE_07991	ko:K08192
fpu:FPSE_07992	ko:K01181
fpu:FPSE_08017	ko:K06889
fpu:FPSE_08019	ko:K00894
fpu:FPSE_08023	ko:K01183
fpu:FPSE_08031	ko:K01735
fpu:FPSE_08036	ko:K08139
fpu:FPSE_08037	ko:K07734
fpu:FPSE_08038	ko:K08141
fpu:FPSE_08039	ko:K01195
fpu:FPSE_08048	ko:K08192
fpu:FPSE_08050	ko:K14338
fpu:FPSE_08063	ko:K03787
fpu:FPSE_08065	ko:K28508
fpu:FPSE_08067	ko:K01426
fpu:FPSE_08102	ko:K01930
fpu:FPSE_08106	ko:K01426
fpu:FPSE_08107	ko:K06978
fpu:FPSE_08108	ko:K16261
fpu:FPSE_08112	ko:K01183
fpu:FPSE_08118	ko:K05607
fpu:FPSE_08119	ko:K15104
fpu:FPSE_08120	ko:K18703
fpu:FPSE_08129	ko:K05349
fpu:FPSE_08132	ko:K00022
fpu:FPSE_08135	ko:K01426
fpu:FPSE_08142	ko:K08192
fpu:FPSE_08153	ko:K08192
fpu:FPSE_08154	ko:K20039
fpu:FPSE_08155	ko:K03186
fpu:FPSE_08158	ko:K19564
fpu:FPSE_08159	ko:K00819
fpu:FPSE_08171	ko:K05349
fpu:FPSE_08180	ko:K08192
fpu:FPSE_08181	ko:K19619
fpu:FPSE_08183	ko:K01532
fpu:FPSE_08184	ko:K13953
fpu:FPSE_08193	ko:K01212
fpu:FPSE_08194	ko:K03332
fpu:FPSE_08196	ko:K03509
fpu:FPSE_08200	ko:K20223
fpu:FPSE_08202	ko:K18550
fpu:FPSE_08203	ko:K01739
fpu:FPSE_08206	ko:K28035
fpu:FPSE_08211	ko:K13127
fpu:FPSE_08212	ko:K08343
fpu:FPSE_08214	ko:K02350
fpu:FPSE_08215	ko:K12819
fpu:FPSE_08216	ko:K02997
fpu:FPSE_08217	ko:K02889
fpu:FPSE_08218	ko:K20040
fpu:FPSE_08225	ko:K10772
fpu:FPSE_08226	ko:K02266
fpu:FPSE_08227	ko:K03352
fpu:FPSE_08228	ko:K18159
fpu:FPSE_08229	ko:K17801
fpu:FPSE_08235	ko:K03113
fpu:FPSE_08236	ko:K15447
fpu:FPSE_08240	ko:K00958
fpu:FPSE_08242	ko:K23541
fpu:FPSE_08243	ko:K11801
fpu:FPSE_08244	ko:K07342
fpu:FPSE_08247	ko:K12820
fpu:FPSE_08248	ko:K18586
fpu:FPSE_08249	ko:K06875
fpu:FPSE_08250	ko:K17665
fpu:FPSE_08251	ko:K12592
fpu:FPSE_08252	ko:K01893
fpu:FPSE_08253	ko:K22758
fpu:FPSE_08255	ko:K27349
fpu:FPSE_08256	ko:K17656
fpu:FPSE_08258	ko:K14998
fpu:FPSE_08260	ko:K04392
fpu:FPSE_08261	ko:K14789
fpu:FPSE_08263	ko:K13690
fpu:FPSE_08278	ko:K17260
fpu:FPSE_08279	ko:K02208
fpu:FPSE_08280	ko:K07941
